,Symbol,Company_Name,Industry,Market_Cap_Millions
1751,DTOC,Digital Transformation Opportunities,Blank Check / SPAC,408
1752,DTRT,DTRT Health Acquisition,Blank Check / SPAC,289
1753,DTSS,Datasea,Software,53
1754,DTST,Data Storage,Information Technology Services,17
1755,DUET,DUET Acquisition,Blank Check / SPAC,112
1756,DUK,Duke Energy,Electric Utilities,82710
1757,DUNE,Dune Acquisition,Blank Check / SPAC,208
1758,DUO,Fangdd Network Group,Interactive Media & Services,10
1759,DUOL,Duolingo,Software-Application,3890
1760,DUOT,Duos Technologies Group,Software,22
1761,DV,DoubleVerify Holdings,Software-Application,3960
1762,DVA,DaVita,Health Care Providers & Services,8090
1763,DVAX,Dynavax Technologies,Biotechnology,1830
1764,DVN,Devon Energy,"Oil, Gas & Consumable Fuels",34790
1765,DWAC,Digital World Acquisition,Blank Check / SPAC,1120
1766,DWIN,Delwinds Insurance Acquisition,Blank Check / SPAC,161
1767,DWSN,Dawson Geophysical Company,Energy Equipment & Services,36
1768,DX,Dynex Capital,Mortgage Real Estate Investment Trust...,677
1769,DXC,DXC Technology Company,IT Services,6600
1770,DXCM,DexCom,Health Care Equipment & Supplies,31060
1771,DXF,Dunxin Financial Holdings,Diversified Financial Services,9
1772,DXLG,Destination XL Group,Specialty Retail,246
1773,DXPE,DXP Enterprises,Trading Companies & Distributors,563
1774,DXR,Daxor,Health Care Equipment & Supplies,49
1775,DXYN,The Dixie Group,Household Durables,20
1776,DY,Dycom Industries,Construction & Engineering,2860
1777,DYAI,Dyadic International,Biotechnology,88
1778,DYN,Dyne Therapeutics,Independent Power and Renewable Elect...,529
1779,DYNT,Dynatronics,Health Care Equipment & Supplies,12
1780,DZSI,"DZS, Inc.",Communications Equipment,448
1781,E,Eni SpA,"Oil, Gas & Consumable Fuels",38480
1782,EA,Electronic Arts,Entertainment,34400
1783,EAC,Edify Acquisition,Blank Check / SPAC,339
1784,EAF,GrafTech International,Electrical Equipment,1680
1785,EAR,Eargo,Medical Devices,30
1786,EARN,Ellington Residential Mortgage REIT,Mortgage Real Estate Investment Trust...,102
1787,EAST,Eastside Distilling,Beverages,9
1788,EAT,Brinker International,"Hotels, Restaurants & Leisure",1010
1789,EB,Eventbrite,Interactive Media & Services,1040
1790,EBAC,European Biotech Acquisition,Blank Check / SPAC,160
1791,EBAY,eBay Inc.,Internet & Direct Marketing Retail,24410
1792,EBC,Eastern Bankshares,Banks,3470
1793,EBET,"EBET, INC.",Gambling,34
1794,EBF,Ennis,Commercial Services & Supplies,523
1795,EBIX,"Ebix, Inc.",Software,585
1796,EBMT,Eagle Bancorp Montana,Banks,154
1797,EBON,Ebang International Holdings,Computer Hardware,102
1798,EBR,Centrais Eletricas Brasileiras,Electric Utilities,18940
1799,EBS,Emergent BioSolutions,Biotechnology,1530
1800,EBTC,Enterprise Bancorp,Banks,387
1801,EC,Ecopetrol,"Oil, Gas & Consumable Fuels",20160
1802,ECC,Eagle Point Credit Company,Securities and Commodity Exchanges,493
1803,ECL,Ecolab,Chemicals,44330
1804,ECOM,ChannelAdvisor,Software,440
1805,ECOR,electroCore,Health Care Equipment & Supplies,43
1806,ECPG,Encore Capital Group,Consumer Finance,1580
1807,ECVT,Ecovyst,Specialty Chemicals,1380
1808,ED,Consolidated Edison,Multi-Utilities,33090
1809,EDAP,EDAP TMS,Health Care Equipment & Supplies,212
1810,EDBL,Edible Garden AG,Farm Products,10
1811,EDIT,Editas Medicine,Biotechnology,1030
1812,EDN,Empresa Distribuidora y Comercializadora Norte,Electric Utilities,184
1813,EDNC,Endurance Acquisition,Blank Check / SPAC,246
1814,EDR,Endeavor Group Holdings,Entertainment,6020
1815,EDRY,EuroDry,Marine,46
1816,EDSA,Edesa Biotech,Biotechnology,25
1817,EDTK,Skillful Craftsman Education Technology,Education & Training Services,15
1818,EDTX,EdtechX Holdings Acquisition II,Blank Check / SPAC,146
1819,EDU,New Oriental Education & Technology Group,Diversified Consumer Services,3780
1820,EDUC,Educational Development,Distributors,32
1821,EE,Excelerate Energy,Utilities-Renewable,2200
1822,EEFT,Euronet Worldwide,IT Services,4940
1823,EEIQ,Elite Education Group International,Diversified Consumer Services,17
1824,EEX,Emerald Holding,Media,248
1825,EFC,Ellington Financial,Mortgage Real Estate Investment Trust...,922
1826,EFOI,Energy Focus,Electrical Equipment,6
1827,EFSC,Enterprise Financial Services,Banks,1550
1828,EFTR,eFFECTOR Therapeutics,Biotechnology,46
1829,EFX,Equifax,Professional Services,23540
1830,EGAN,eGain,Software,317
1831,EGBN,Eagle Bancorp,Banks,1510
1832,EGGF,EG Acquisition,Blank Check / SPAC,274
1833,EGHT,"8x8, Inc.",Software,539
1834,EGIO,Edgio,Software-Infrastructure,457
1835,EGLE,Eagle Bulk Shipping,Marine,646
1836,EGLX,Enthusiast Gaming Holdings,Internet Content & Information,256
1837,EGO,Eldorado Gold,Metals & Mining,1010
1838,EGP,EastGroup Properties,Equity Real Estate Investment Trusts ...,6760
1839,EGRX,Eagle Pharmaceuticals,Biotechnology,592
1840,EGY,VAALCO Energy,"Oil, Gas & Consumable Fuels",311
1841,EH,EHang Holdings,Aerospace & Defense,443
1842,EHAB,Enhabit,Medical Care Facilities,924
1843,EHC,Encompass Health,Health Care Providers & Services,4920
1844,EHTH,eHealth,Insurance,207
1845,EIC,Eagle Point Income Company,Securities and Commodity Exchanges,0
1846,EIG,Employers Holdings,Insurance,1140
1847,EIGR,Eiger BioPharmaceuticals,Biotechnology,361
1848,EIX,Edison International,Electric Utilities,23470
1849,EJH,E-Home Household Service Holdings,Personal Services,12
1850,EKSO,Ekso Bionics Holdings,Health Care Equipment & Supplies,21
1851,EL,The Estee Lauder Companies,Personal Products,87740
1852,ELA,Envela,Specialty Retail,198
1853,ELAN,Elanco Animal Health,Pharmaceuticals,9520
1854,ELBM,Electra Battery Materials,Other Industrial Metals & Mining,72
1855,ELDN,Eledon Pharmaceuticals,Biotechnology,41
1856,ELEV,Elevation Oncology,Biotechnology,31
1857,ELF,e.l.f. Beauty,Personal Products,1670
1858,ELLO,Ellomay Capital,Independent Power and Renewable Elect...,312
1859,ELMD,Electromed,Health Care Equipment & Supplies,78
1860,ELOX,Eloxx Pharmaceuticals,Pharmaceuticals,26
1861,ELP,Companhia Paranaense de Energia,Electric Utilities,17080
1862,ELS,Equity LifeStyle Properties,Equity Real Estate Investment Trusts ...,14320
1863,ELSE,Electro-Sensors,"Electronic Equipment, Instruments & C...",19
1864,ELTK,Eltek,"Electronic Equipment, Instruments & C...",22
1865,ELV,Elevance Health,Health Care Providers & Services,117870
1866,ELVT,Elevate Credit,Consumer Finance,67
1867,ELY,Callaway Golf Company,Leisure Products,3930
1868,ELYM,Eliem Therapeutics,Biotechnology,94
1869,ELYS,Elys Game Technology,Gambling,17
1870,EM,Smart Share Global,Personal Services,284
1871,EMAN,eMagin,Semiconductors & Semiconductor Equipment,61
1872,EMBC,Embecta,Drug Manufacturers-Specialty & Generic,1470
1873,EMBK,Embark Technology,Software-Application,184
1874,EMCF,Emclaire Financial,Banks,94
1875,EME,EMCOR Group,Construction & Engineering,5230
1876,EMKR,EMCORE,Communications Equipment,118
1877,EML,The Eastern Company,Machinery,130
1878,EMLD,FTAC Emerald Acquisition,Blank Check / SPAC,338
1879,EMN,Eastman Chemical Company,Chemicals,11430
1880,EMR,Emerson Electric Company,Electrical Equipment,47280
1881,EMWP,Eros Media World,Entertainment,38
1882,EMX,EMX Royalty,Metals & Mining,203
1883,ENB,Enbridge,"Oil, Gas & Consumable Fuels",84280
1884,ENCP,Energem,Blank Check / SPAC,131
1885,ENDP,Endo International,Pharmaceuticals,94
1886,ENER,Accretion Acquisition,Blank Check / SPAC,256
1887,ENFN,Enfusion,Software-Application,671
1888,ENG,ENGlobal,Energy Equipment & Services,42
1889,ENIC,Enel Chile,Electric Utilities,1600
1890,ENJYQ,Enjoy Technology,Specialty Retail,12
1891,ENLC,EnLink Midstream LLC,"Oil, Gas & Consumable Fuels",4150
1892,ENLV,Enlivex Therapeutics,Software,90
1893,ENOB,Enochian Biosciences,Biotechnology,115
1894,ENOV,Enovis,Specialty Industrial Machinery,2930
1895,ENPC,Executive Network Partnering,Shell Companies,441
1896,ENPH,Enphase Energy,Semiconductors & Semiconductor Equipment,26320
1897,ENR,Energizer Holdings,Household Products,2029
1898,ENS,EnerSys,Electrical Equipment,2380
1899,ENSC,Ensysce Biosciences,Biotechnology,20
1900,ENSG,The Ensign Group,Health Care Providers & Services,4180
1901,ENSV,Enservco,Energy Equipment & Services,19
1902,ENTA,Enanta Pharmaceuticals,Biotechnology,1060
1903,ENTF,Enterprise 4.0 Technology Acquisition,Blank Check / SPAC,382
1904,ENTG,Entegris,Semiconductors & Semiconductor Equipment,14330
1905,ENTX,Entera Bio,Biotechnology,40
1906,ENV,Envestnet,Software,2810
1907,ENVA,Enova International,Consumer Finance,991
1908,ENVB,Enveric Biosciences,Biotechnology,419
1909,ENVX,Enovix,Electrical Equipment & Parts,1560
1910,ENZ,Enzo Biochem,Health Care Providers & Services,116
1911,EOCW,Elliott Opportunity II,Blank Check / SPAC,742
1912,EOG,EOG Resources,"Oil, Gas & Consumable Fuels",56980
1913,EOLS,Evolus,Pharmaceuticals,717
1914,EOSE,Eos Energy Enterprises,Electrical Equipment & Parts,115
1915,EP,Empire Petroleum,Oil & Gas E&P,186
1916,EPAC,Enerpac Tool Group,Machinery,1070
1917,EPAM,EPAM Systems,IT Services,17290
1918,EPC,Edgewell Personal Care Company,Personal Products,1890
1919,EPD,Enterprise Products Partners,"Oil, Gas & Consumable Fuels",53460
1920,EPHY,Epiphany Technology Acquisition,Blank Check / SPAC,504
1921,EPIX,ESSA Pharma,Biotechnology,139
1922,EPM,Evolution Petroleum,"Oil, Gas & Consumable Fuels",178
1923,EPR,EPR Properties,Equity Real Estate Investment Trusts ...,3690
1924,EPRT,Essential Properties Realty Trust,Equity Real Estate Investment Trusts ...,2930
1925,EPSN,Epsilon Energy,"Oil, Gas & Consumable Fuels",139
1926,EPWR,Empowerment & Inclusion Capital I,Blank Check / SPAC,339
1927,EPZM,Epizyme,Biotechnology,249
1928,EQ,Equillium,Biotechnology,77
1929,EQBK,Equity Bancshares,Banks,476
1930,EQC,Equity Commonwealth,Equity Real Estate Investment Trusts ...,3140
1931,EQD,Equity Distribution Acquisition,Blank Check / SPAC,514
1932,EQH,Equitable Holdings,Diversified Financial Services,9690
1933,EQHA,EQ Health Acquisition,Blank Check / SPAC,270
1934,EQIX,Equinix,Equity Real Estate Investment Trusts ...,56410
1935,EQNR,Equinor ASA,"Oil, Gas & Consumable Fuels",105050
1936,EQOS,EQONEX,Capital Markets,41
1937,EQR,Equity Residential,Equity Real Estate Investment Trusts ...,27820
1938,EQRX,"EQRx, Inc.",Biotechnology,2390
1939,EQS,Equus Total Return,Capital Markets,29
1940,EQT,EQT Corporation,"Oil, Gas & Consumable Fuels",13530
1941,EQX,Equinox Gold,Metals & Mining,1200
1942,ERAS,Erasca,Biotechnology,810
1943,ERES,East Resources Acquisition Co.,Blank Check / SPAC,430
1944,ERF,Enerplus,"Oil, Gas & Consumable Fuels",2900
1945,ERIC,Ericsson,Communications Equipment,23570
1946,ERIE,Erie Indemnity Company,Insurance,10080
1947,ERII,Energy Recovery,Machinery,1090
1948,ERJ,Embraer,Aerospace & Defense,1530
1949,ERO,Ero Copper,Metals & Mining,765
1950,ERYP,Erytech Pharma,Biotechnology,32
1951,ES,Eversource Energy,Electric Utilities,28850
1952,ESAB,ESAB Corporation,Metal Fabrication,2400
1953,ESAC,ESGEN Acquisition,Blank Check / SPAC,347
1954,ESBA,"Empire State Realty OP,",Equity Real Estate Investment Trusts ...,2020
1955,ESCA,Escalade,Leisure Products,172
1956,ESE,ESCO Technologies,Machinery,1750
1957,ESEA,Euroseas,Marine,156
1958,ESGR,Enstar Group,Insurance,3530
1959,ESI,Element Solutions,Chemicals,4420
1960,ESLT,Elbit Systems,Aerospace & Defense,10010
1961,ESM,ESM Acquisition,Blank Check / SPAC,376
1962,ESMT,EngageSmart,Software-Infrastructure,2740
1963,ESNT,Essent Group,Thrifts & Mortgage Finance,4230
1964,ESP,Espey Manufacturing & Electronics,Electrical Equipment,34
1965,ESPR,Esperion Therapeutics,Biotechnology,431
1966,ESQ,Esquire Financial Holdings,Banks,274
1967,ESRT,Empire State Realty Trust,Equity Real Estate Investment Trusts ...,2130
1968,ESS,Essex Property Trust,Equity Real Estate Investment Trusts ...,17950
1969,ESSA,ESSA Bancorp,Thrifts & Mortgage Finance,174
1970,ESSC,East Stone Acquisition,Blank Check / SPAC,73
1971,ESTA,Establishment Labs Holdings,Health Care Equipment & Supplies,1350
1972,ESTC,Elastic,Software,6840
1973,ESTE,Earthstone Energy,"Oil, Gas & Consumable Fuels",1200
1974,ET,Energy Transfer LP,"Oil, Gas & Consumable Fuels",30300
1975,ETAC,E.merge Technology Acquisition,Blank Check / SPAC,763
1976,ETD,Ethan Allen Interiors,"Furnishings, Fixtures & Appliances",549
1977,ETN,Eaton,Electrical Equipment,51470
1978,ETNB,89bio,Biotechnology,135
1979,ETON,Eton Pharmaceuticals,Pharmaceuticals,70
1980,ETR,Entergy,Electric Utilities,22400
1981,ETRN,Equitrans Midstream,"Oil, Gas & Consumable Fuels",2910
1982,ETSY,"Etsy, Inc.",Internet & Direct Marketing Retail,10490
1983,ETWO,E2open Parent Holdings,Software-Infrastructure,1970
1984,EUCR,Eucrates Biomedical Acquisition,Blank Check / SPAC,133
1985,EURN,Euronav NV,"Oil, Gas & Consumable Fuels",2500
1986,EVA,Enviva,"Oil, Gas & Consumable Fuels",3970
1987,EVAX,Evaxion Biotech,Biotechnology,57
1988,EVBG,Everbridge,Software,1010
1989,EVBN,Evans Bancorp,Banks,184
1990,EVC,Entravision Communications,Media,392
1991,EVCM,EverCommerce,Software-Infrastructure,1900
1992,EVE,EVe Mobility Acquisition,Blank Check / SPAC,342
1993,EVER,EverQuote,Interactive Media & Services,330
1994,EVEX,Eve Holding,Aerospace & Defense,192
1995,EVFM,Evofem Biosciences,Pharmaceuticals,31
1996,EVGN,Evogene,Biotechnology,33
1997,EVGO,"EVgo, Inc.",Specialty Retail,1920
1998,EVGR,Evergreen,Blank Check / SPAC,104
1999,EVH,Evolent Health,Health Care Technology,2940
2000,EVI,EVI Industries,Trading Companies & Distributors,114
2001,EVK,Ever-Glory International Group,"Textiles, Apparel & Luxury Goods",18
2002,EVLO,Evelo Biosciences,Biotechnology,237
2003,EVLV,Evolv Technologies Holdings,Security & Protection Services,365
2004,EVO,Evotec SE,Drug Manufacturers-Specialty & Generic,4370
2005,EVOJ,Evo Acquisition,Blank Check / SPAC,153
2006,EVOK,Evoke Pharma,Pharmaceuticals,10
2007,EVOL,Symbolic Logic,Software,18
2008,EVOP,EVO Payments,IT Services,2270
2009,EVR,Evercore,Capital Markets,3630
2010,EVRG,Evergy,Electric Utilities,14930
2011,EVRI,Everi Holdings,"Hotels, Restaurants & Leisure",1610
2012,EVTC,Evertec,IT Services,2600
2013,EVTL,Vertical Aerospace,Aerospace & Defense,1050
2014,EW,Edwards Lifesciences,Health Care Equipment & Supplies,61820
2015,EWBC,East West Bancorp,Banks,9420
2016,EWCZ,European Wax Center,Household & Personal Products,1140
2017,EWTX,Edgewise Therapeutics,Biotechnology,503
2018,EXAI,Exscientia,Biotechnology,1220
2019,EXAS,Exact Sciences,Biotechnology,8250
2020,EXC,Exelon,Electric Utilities,43350
2021,EXEL,Exelixis,Biotechnology,6840
2022,EXFY,Expensify,Software-Application,1430
2023,EXK,Endeavour Silver,Metals & Mining,601
2024,EXLS,ExlService Holdings,IT Services,4850
2025,EXN,Excellon Resources,Other Industrial Metals & Mining,12
2026,EXP,Eagle Materials,Construction Materials,4350
2027,EXPD,Expeditors International of Washington,Air Freight & Logistics,16239
2028,EXPE,Expedia Group,Internet & Direct Marketing Retail,14510
2029,EXPI,eXp World Holdings,Real Estate Management & Development,2020
2030,EXPO,Exponent,Professional Services,4770
2031,EXPR,Express,Specialty Retail,119
2032,EXR,Extra Space Storage,Equity Real Estate Investment Trusts ...,23870
2033,EXTN,Exterran,Energy Equipment & Services,112
2034,EXTR,Extreme Networks,Communications Equipment,1390
2035,EYE,National Vision Holdings,Specialty Retail,2470
2036,EYEN,Eyenovia,Pharmaceuticals,58
2037,EYES,Second Sight Medical Products,Health Care Equipment & Supplies,83
2038,EYPT,EyePoint Pharmaceuticals,Pharmaceuticals,337
2039,EZFL,EzFill Holdings,Software-Application,16
2040,EZGO,EZGO Technologies,Recreational Vehicles,9
2041,EZPW,EZCORP,Consumer Finance,415
2042,F,Ford Motor Company,Automobiles,46910
2043,FA,First Advantage,Specialty Business Services,1910
2044,FACA,Figure Acquisition I,Blank Check / SPAC,402
2045,FACT,Freedom Acquisition I,Blank Check / SPAC,424
2046,FAF,First American Financial,Insurance,5790
2047,FAMI,Farmmi,Food Products,24
2048,FANG,Diamondback Energy,"Oil, Gas & Consumable Fuels",19160
2049,FANH,Fanhua,Insurance,279
2050,FARM,Farmer Brothers Company,Food Products,88
2051,FARO,FARO Technologies,"Electronic Equipment, Instruments & C...",557
2052,FAST,Fastenal Company,Trading Companies & Distributors,27610
2053,FAT,FAT Brands,"Hotels, Restaurants & Leisure",124
2054,FATBB,FAT Brands,"Hotels, Restaurants & Leisure",124
2055,FATE,Fate Therapeutics,Biotechnology,3060
2056,FATH,Fathom Digital Manufacturing,Shell Companies,572
2057,FATP,Fat Projects Acquisition,Blank Check / SPAC,143
2058,FBC,Flagstar Bancorp,Thrifts & Mortgage Finance,1930
2059,FBHS,Fortune Brands Home & Security,Building Products,8230
2060,FBIO,Fortress Biotech,Biotechnology,93
2061,FBIZ,First Business Financial Services,Banks,262
2062,FBK,FB Financial,Banks,1870
2063,FBMS,The First Bancshares,Banks,582
2064,FBNC,First Bancorp,Banks,1230
2065,FBP,First BanCorp - Puerto Rico,Banks,2680
2066,FBRT,Franklin BSP Realty Trust,REIT-Mortgage,1200
2067,FBRX,Forte Biosciences,Biotechnology,18
2068,FC,Franklin Covey Company,Professional Services,683
2069,FCAP,First Capital,Banks,101
2070,FCAX,Fortress Capital Acquisition,Blank Check / SPAC,493
2071,FCBC,First Community Bancshares,Banks,499
2072,FCCO,First Community,Banks,138
2073,FCEL,FuelCell Energy,Electrical Equipment,1350
2074,FCF,First Commonwealth Financial,Banks,1270
2075,FCFS,FirstCash Holdings,Consumer Finance,3100
2076,FCN,FTI Consulting,Professional Services,6470
2077,FCNCA,First Citizens BancShares,Banks,10830
2078,FCPT,Four Corners Property Trust,Equity Real Estate Investment Trusts ...,2250
2079,FCRD,First Eagle Alternative Capital BDC,Asset Management,102
2080,FCUV,Focus Universal,"Electronic Equipment, Instruments & C...",586
2081,FCX,Freeport-McMoRan,Metals & Mining,37440
2082,FDBC,Fidelity D&D Bancorp,Banks,225
2083,FDMT,4D Molecular Therapeutics,Biotechnology,325
2084,FDP,Fresh Del Monte Produce,Food Products,1450
2085,FDS,FactSet Research Systems,Capital Markets,15190
2086,FDUS,Fidus Investment,Capital Markets,439
2087,FDX,FedEx,Air Freight & Logistics,56460
2088,FE,FirstEnergy,Electric Utilities,21390
2089,FEAM,5E Advanced Materials,Specialty Chemicals,644
2090,FEDU,Four Seasons Education (Cayman),Diversified Consumer Services,23
2091,FEIM,Frequency Electronics,"Electronic Equipment, Instruments & C...",58
2092,FELE,Franklin Electric Co.,Machinery,3410
2093,FEMY,Femasys,Medical Instruments & Supplies,24
2094,FENC,Fennec Pharmaceuticals,Biotechnology,174
2095,FENG,Phoenix New Media,Interactive Media & Services,60
2096,FERG,Ferguson,Industrial Distribution,24100
2097,FET,Forum Energy Technologies,Energy Equipment & Services,98
2098,FEXD,Fintech Ecosystem Development,Blank Check / SPAC,144
2099,FF,FutureFuel,Chemicals,298
2100,FFBC,First Financial Bancorp,Banks,1860
2101,FFBW,"FFBW, Inc.",Thrifts & Mortgage Finance,68
2102,FFHL,Fuwei Films (Holdings) Co.,Chemicals,15
2103,FFIC,Flushing Financial,Banks,644
2104,FFIE,Faraday Future Intelligent Electric,Automobiles,2270
2105,FFIN,First Financial Bankshares,Banks,5740
2106,FFIV,F5 Networks,Communications Equipment,8970
2107,FFNW,First Financial Northwest,Banks,140
2108,FFWM,First Foundation,Banks,1070
2109,FGBI,First Guaranty Bancshares,Banks,255
2110,FGEN,FibroGen,Biotechnology,1140
2111,FGF,FG Financial Group,Insurance,13
2112,FGI,FGI Industries,"Furnishings, Fixtures & Appliances",25
2113,FGMC,FG Merger,Blank Check / SPAC,88
2114,FHB,First Hawaiian,Banks,2830
2115,FHI,Federated Hermes,Asset Management,3100
